date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2018-06-13,NirogStreet,Healthcare,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,2.475,6,13,2018
2018-06-13,Nivesh,Finance,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,3.7125,6,13,2018
2018-06-13,What's Up Life,Consumer Internet,Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0,6,13,2018
2018-06-14,HomeLane,Consumer Internet,Bengaluru,Brand Capital,Seed/ Angel Funding,28.4625,6,14,2018
2018-06-14,Network Intelligence,Tech,Mumbai,Helix Investments,Private Equity,39.6,6,14,2018
2018-06-18,Tynor Othontics,Healthcare,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,173.25,6,18,2018
2018-06-18,Elucidata,IT,Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,14.025,6,18,2018
2018-06-19,Chrysalis,Ed-Tech,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0,6,19,2018
2018-06-19,RentSher,Consumer Internet,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,9.075,6,19,2018
2018-06-20,Drip capital,Finance,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,123.75,6,20,2018
2018-06-22,WickedRide,Consumer Internet,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,75.075,6,22,2018
2018-06-25,PolicyBazaar,Consumer Internet,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,1650.0,6,25,2018
2018-06-25,HipBar,Consumer Internet,Bengaluru,Diageo India,Private Equity,33.0,6,25,2018
2018-06-25,Sqqrl,Finance,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,8.25,6,25,2018
2018-06-26,Paytm,Tech,Noida,One 97 Communications,Private Equity,73.8375,6,26,2018
2018-06-26,SigTuple,Healthcare,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,156.75,6,26,2018
2018-06-27,WoW Express,Tech,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,37.125,6,27,2018
2018-06-28,Front Desk AI,Tech,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,9.075,6,28,2018
2018-06-28,Edureka,Ed-Tech,Bengaluru,Leo Capital,Seed/ Angel Funding,16.5,6,28,2018
2018-06-29,Numeroseven,Tech,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0.0,6,29,2018
2018-05-02,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,3.7125,5,2,2018
2018-05-02,Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,181.5,5,2,2018
2018-05-03,Disprz,IT,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,20.625,5,3,2018
2018-05-09,i3sysytems,Tech,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,8.25,5,9,2018
2018-05-11,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,7.82925,5,11,2018
2018-05-14,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,198.0,5,14,2018
2018-05-16,MFine,Healthcare,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,34.65,5,16,2018
2018-05-21,Rocketium,Tech,Bengaluru,Blume ventures,Seed/ Angel Funding,2.475,5,21,2018
2018-05-21,MilkBasket,Tech,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,57.75,5,21,2018
2018-05-22,Vola,Finance,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,4.125,5,22,2018
2018-05-22,Cashkumar,Consumer Internet,Bengaluru,LetsVenture,Seed/ Angel Funding,6.06375,5,22,2018
2018-05-23,Edyoo,E-Commerce,Bengaluru,RS Shanbag,Seed/ Angel Funding,6.06375,5,23,2018
2018-05-23,Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,16.5,5,23,2018
2018-05-24,Smartivity,Ed-tech,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,16.5,5,24,2018
2018-05-24,Bonphulapl,Clean-tech,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,2.41725,5,24,2018
2018-05-27,Acko,Consumer Internet,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,99.0,5,27,2018
2018-05-28,HWell24,Healthcare,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,1.65,5,28,2018
2018-05-29,Toffee,Consumer Internet,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,12.375,5,29,2018
2018-05-29,ToneTag,Tech,Bengaluru,Amazon Inc. and Mastercard,Private Equity,66.0,5,29,2018
2018-05-30,Events High,Consumer Internet,Bengaluru,Treebo,Private Equity,0.0,5,30,2018
2018-05-30,Stellaps,Tech,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,115.5,5,30,2018
2018-05-31,Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,10.725,5,31,2018
2018-04-02,Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,16.5,4,2,2018
2018-04-02,Synctag,Tech,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,2.5377,4,2,2018
2018-04-02,Benepik,Tech,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0.0,4,2,2018
2018-04-04,Varthana,Finance,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,453.75,4,4,2018
2018-04-05,IndigoLearn,Ed-Tech,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,1.2375,4,5,2018
2018-04-05,Vedantu,Ed-Tech,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,82.5,4,5,2018
2018-04-09,Kaleidofin,Finance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,23.1,4,9,2018
2018-04-09,Pipa Bella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,8.25,4,9,2018
2018-04-09,Elemential,Tech,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0.0,4,9,2018
2018-04-10,LoanZen,Finance,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.0,4,10,2018
2018-04-10,TravelTriangle,Consumer Internet,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,99.0,4,10,2018
2018-04-12,LetsMD,Healthcare,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,8.25,4,12,2018
2018-04-12,Aye Finance,Finance,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,37.95,4,12,2018
2018-04-13,Mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,16.5,4,13,2018
2018-04-16,I Can Stay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,4.125,4,16,2018
2018-04-16,Pregbuddy,Healthcare,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,0.0,4,16,2018
2018-04-18,CoverFox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,181.5,4,18,2018
2018-04-19,Lenskart,Consumer Internet,Faridabad,TR Capital,Private Equity,0.0,4,19,2018
2018-04-19,Mamaearth,Healthcare,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0,4,19,2018
2018-04-19,Fyle,Tech,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,9.075,4,19,2018
2018-04-19,True Balance,Tech,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,189.75,4,19,2018
2018-04-22,Visit,Healthcare,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0,4,22,2018
2018-04-22,Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,15.675,4,22,2018
2018-04-22,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,90.75,4,22,2018
2018-04-23,Capital Float,Finance,Bengaluru,Amazon,Private Equity,181.5,4,23,2018
2018-04-25,TripShelf,Consumer Internet,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,2.0295,4,25,2018
2018-04-26,POPxo,Tech,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,45.375,4,26,2018
2018-04-26,RailYatri,Consumer Internet,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0,4,26,2018
2018-04-27,1mg,Consumer Internet,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,82.5,4,27,2018
2018-04-29,Rubique,Consumer Internet,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0,4,29,2018
2018-04-30,Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,61.875,4,30,2018
2018-04-30,MyLoanCare,Finance,Gurugram,SAR Group,Seed / Angel Funding,8.0685,4,30,2018
2018-03-01,PharmEasy,Consumer Internet,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0,3,1,2018
2018-03-01,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,24.75,3,1,2018
2018-03-01,Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,99.0,3,1,2018
2018-03-03,Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,2.0625,3,3,2018
2018-03-04,Gramophone,Tech,Indore,InfoEdge,Seed/Angel Funding,8.25,3,4,2018
2018-03-05,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,17.325,3,5,2018
2018-03-05,MedGenome,Healthcare,Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,82.5,3,5,2018
2018-03-05,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,49.5,3,5,2018
2018-03-05,Hotelogix,Tech,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,41.25,3,5,2018
2018-03-04,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,9.075,3,4,2018
2018-03-06,Ad2pro,Tech,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,80.025,3,6,2018
2018-03-06,CoverFox,Consumer Internet,Mumbai,Aegon NV,Private Equity,62.7,3,6,2018
2018-03-08,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,316.8,3,8,2018
2018-03-08,Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,8.25,3,8,2018
2018-03-12,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,8.25,3,12,2018
2018-03-13,Pine Labs,Tech,Mumbai,"Actis, Altimeter Capital",Private Equity,676.5,3,13,2018
2018-03-14,Stumagz,Consumer Internet,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,0.0,3,14,2018
2018-03-14,Avail Finance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,141.9,3,14,2018
2018-03-15,Grofers,Consumer Internet,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,511.5,3,15,2018
2018-03-19,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,10.8075,3,19,2018
2018-03-19,Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,4.125,3,19,2018
2018-03-19,Zappfresh,Food & Beverage,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,24.75,3,19,2018
2018-03-19,CustomerSucessBox,Tech,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,8.25,3,19,2018
2018-03-20,One Labs,Consumer Internet,unknown,Micromax Informatics Ltd,Private Equity,0.0,3,20,2018
2018-03-21,GigIndia,Consumer Internet,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed / Angel Funding,0.0,3,21,2018
2018-03-22,ChargeBee,Tech,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,148.5,3,22,2018
2018-03-22,i2ifunding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,6.336,3,22,2018
2018-03-22,Slang Labs,Tech,Bengaluru,Endiya Partners,Seed / Angel Funding,10.23,3,22,2018
2018-03-22,UrbanPiper,Tech,Bengaluru,"Kumar Vembu, Axilor Ventures",Seed / Angel Funding,0.0,3,22,2018
2018-03-26,Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,8.25,3,26,2018
2018-03-28,SmartCoin,Finance,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,16.5,3,28,2018
2018-03-27,The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,4.41375,3,27,2018
2018-03-27,DriveU,Tech,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,24.75,3,27,2018
2018-03-29,Fynd,Consumer Internet,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed / Angel Funding,0.0,3,29,2018
2018-02-01,BigBasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,2475.0,2,1,2018
2018-02-01,Zomato,Food & Beverage,Gurugram,Ant Financials,Private Equity,1650.0,2,1,2018
2018-02-05,PratiLipi,Publishing,Bengaluru,Omidyar Network,Private Equity,35.475,2,5,2018
2018-02-05,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,173.25,2,5,2018
2018-02-05,CollegeDekho,Consumer Internet,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,16.5,2,5,2018
2018-02-06,Foodmemories,Consumer Internet,Ahmedabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,0.0,2,6,2018
2018-02-06,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,25.575,2,6,2018
2018-02-07,Swiggy,Food & Beverage,Bengaluru,Naspers,Private Equity,825.0,2,7,2018
2018-02-08,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,825.0,2,8,2018
2018-02-08,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,412.5,2,8,2018
2018-02-09,HealthifyMe,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,99.0,2,9,2018
2018-02-09,MedTel,Healthcare,Bhubaneswar,British and Indian Governments,Private Equity,0.0,2,9,2018
2018-02-09,Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,56.3475,2,9,2018
2018-02-09,WebEngage,Tech,Mumbai,Social Capital,Private Equity,0.0,2,9,2018
2018-02-12,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,717.75,2,12,2018
2018-02-12,Wydr,Consumer Internet,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,0.0,2,12,2018
2018-02-12,Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,7.71448425,2,12,2018
2018-02-13,HolaChef,Food & Beverage,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,2.5674,2,13,2018
2018-02-13,Awaaz De,Tech,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,0.0,2,13,2018
2018-02-13,IMAX Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,111.375,2,13,2018
2018-02-14,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,24.75,2,14,2018
2018-02-14,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,0.825,2,14,2018
2018-02-14,Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4.125,2,14,2018
2018-02-14,MoneyOnMobile,Tech,Mumbai,S7 Group,Private Equity,41.25,2,14,2018
2018-02-15,PetSutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,1.2245805,2,15,2018
2018-02-15,Infibeam,E-Commerce,Ahmedabad,Network 18,Private Equity,51.3975,2,15,2018
2018-02-16,Happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,2.0625,2,16,2018
2018-02-16,Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,1.2375,2,16,2018
2018-02-19,Aye Finance,Finance,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,31.35,2,19,2018
2018-02-20,Agricxlab,AgriTech,Mumbai,Ankur Capital,Seed / Angel Funding,4.125,2,20,2018
2018-02-21,Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,412.5,2,21,2018
2018-02-21,Capillary,IT,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,165.0,2,21,2018
2018-02-21,The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,17.325,2,21,2018
2018-02-21,HighRadius,Tech,Hyderabad,"PNC, Citi Ventures",Private Equity,0.0,2,21,2018
2018-02-26,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,6.373125,2,26,2018
2018-02-26,Planys Technologies,Tech,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,8.58,2,26,2018
2018-02-27,Lollypop,Tech,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,0.0,2,27,2018
2018-02-27,Trilyo,Tech,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,2.0625,2,27,2018
2018-02-28,Gaana,Tech,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,948.75,2,28,2018
2018-02-28,Credy,IT,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,11.55,2,28,2018
2018-02-28,Predible Health,Healthcare,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,0.0,2,28,2018
2018-01-02,CleverTap,Tech,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,0.0,1,2,2018
2018-01-04,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,129.525,1,4,2018
2018-01-05,WOTU,E-commerce,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,0.0,1,5,2018
2018-01-08,DAAKI,E-commerce,Bengaluru,Rohan Agila,Angel / Seed Funding,0.0,1,8,2018
2018-01-09,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,38.775,1,9,2018
2018-01-10,Tapzo,Tech,Bengaluru,RuNet & Other,Private Equity,15.9225,1,10,2018
2018-01-10,Appario Retail Pvt Ltd.,E-commerce,Delhi,Amazon-Patni JV,Private Equity,155.43,1,10,2018
2018-01-10,Samunnati,Finance,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,193.875,1,10,2018
2018-01-10,Sahajanand Medical Technologies,Tech,Surat,Morgan Stanley Private Equity Asia,Private Equity,298.8975,1,10,2018
2018-01-12,Kuants,Tech,Gurugram,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,0.66,1,12,2018
2018-01-12,Razorpay,Tech,Bengaluru,"Tiger Global, Y Combinator",Private Equity,165.0,1,12,2018
2018-01-15,Streak,Tech,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,2.92545,1,15,2018
2018-01-15,Pi Ventures,Finance,Bengaluru,"Sunil Kant Munjal, Hero Electronix's corporate financing arm, Electronic Development Fund",Private Equity,206.25,1,15,2018
2018-01-15,Newgen Software,Tech,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,165.0,1,15,2018
2018-01-17,Rubix,Tech,Pune,Polaris Fund,Private Equity,8.25,1,17,2018
2018-01-18,ShareChat,Tech,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,150.15,1,18,2018
2018-01-22,Paperflite,Tech,Chennai,The Chennai Angels,Angel / Seed Funding,3.3,1,22,2018
2018-01-22,HungerBox,Consumer Internet,Bengaluru,Lionrock Capital,Private Equity,20.625,1,22,2018
2018-01-22,Skillate,Tech,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,0.0,1,22,2018
2018-01-22,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,33.0,1,22,2018
2018-01-22,AEON Learning,Tech,Bengaluru,Dr. Ranjan Pai,Private Equity,26.4,1,22,2018
2018-01-23,MilkBasket,E-commerce,Gurugram,Unilever Ventures,Private Equity,24.75,1,23,2018
2018-01-24,NeoGrowth,Finance,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,387.75,1,24,2018
2018-01-24,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,70.95,1,24,2018
2018-01-24,Aye Finance,Finance,Gurugram,IFMR Capital,Term Loan,51.48,1,24,2018
2018-01-25,Glassic,E-commerce,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,0.0,1,25,2018
2018-01-25,GreyAtom,Tech,Mumbai,Pravega Ventures,Private Equity,8.25,1,25,2018
2018-01-26,Axio,Healthcare,Bengaluru,RNT Capital,Private Equity,61.05,1,26,2018
2018-01-29,eKincare,Healthcare,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,12.375,1,29,2018
2018-01-29,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,8.25,1,29,2018
