date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2015-10-19,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,0.825,10,19,2015
2015-10-20,PrimaSeller,Order Fulfillment SaaS platform,Bengaluru,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0.0,10,20,2015
2015-10-20,Opinio,Last-Mile Delivery Service,Bengaluru,"Delhivery, Sands Capital and Accel Partners",Private Equity,57.75,10,20,2015
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,82.5,10,20,2015
2015-10-20,iChef,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,0.0,10,20,2015
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,Bengaluru,Indian Angel Network,Seed Funding,0.0,10,21,2015
2015-10-21,AgentDesks,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.3375,10,21,2015
2015-10-21,White Owl Brewery,Microbrewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.6225,10,21,2015
2015-10-21,MealHopper,Home-made Food Marketplace,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.825,10,21,2015
2015-10-21,Zenify,residential rental management platform,Bengaluru,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.28,10,21,2015
2015-10-21,Stockal,Personalized Stock Intelligence Platform,Bengaluru,"R Natarajan, Mohan Alexander",Seed Funding,0.0,10,21,2015
2015-10-23,Medlife,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,1.2375,10,23,2015
2015-10-23,Leaping Caravan,Online Food Ordering & Delivery,Gurugram,Group of Angel investors,Seed Funding,1.2375,10,23,2015
2015-10-23,Frsh,Online Food Ordering & Delivery,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.25,10,23,2015
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.0625,10,23,2015
2015-10-26,Parcelled,Online Logistics Platform,Bengaluru,Delhivery,Private Equity,41.25,10,26,2015
2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.3,10,26,2015
2015-10-26,Flexing It,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,4.125,10,26,2015
2015-10-26,Netmeds,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,412.5,10,26,2015
2015-10-26,Razorpay,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.25,10,26,2015
2015-10-27,Jombay,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,0.0,10,27,2015
2015-10-27,Happitoo,Location based Nightlife recommendation Platform,Mumbai,Unnamed investor,Seed Funding,0.63525,10,27,2015
2015-10-27,Care24,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,2.8875,10,27,2015
2015-10-27,Runnr,Hyperlocal Logistics Service,Bengaluru,"Sequoia Capital, Nexus Venture Partners",Private Equity,82.5,10,27,2015
2015-10-27,Simpli5d,Online user engagement platform,Gurugram,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0,10,27,2015
2015-10-28,ORIGA Leasing,Asset Financing Platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.075,10,28,2015
2015-10-28,Smartivity,Virtual Real Estate activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.65,10,28,2015
2015-10-28,UrDoorStep,Online Grocery Store,Bengaluru,Jupiter Capital,Private Equity,0.0,10,28,2015
2015-10-29,Tavaga,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,0.0,10,29,2015
2015-10-29,Moglix,Industrial Tools Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0,10,29,2015
2015-10-29,ZopHop,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.7125,10,29,2015
2015-10-30,Niki.ai,AI Ecommerce Chatbot,Bengaluru,Unilazer Ventures,Seed Funding,0.0,10,30,2015
2015-10-30,Instavans,Truck Aggregator & Logistics service,Bengaluru,Suresh Vaswani,Seed Funding,0.0,10,30,2015
2015-10-30,LiftO,Ride-sharing Mobile App,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.0725,10,30,2015
2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,61.875,10,30,2015
2015-10-30,Toppr,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,16.5,10,30,2015
2015-10-30,Kleeto,Document Digitization platform,Gurugram,GREX,Seed Funding,1.8975,10,30,2015
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,0.66,10,30,2015
2015-10-31,Jugnoo,Auto-Rickshaw Aggregator & Booking Platform,Chandigarh,Paytm,Private Equity,82.5,10,31,2015
2015-09-01,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,0.825,9,1,2015
2015-09-01,FXMartIndia,Payment Services Platform,Chandigarh,Flipkart,Private Equity,0.0,9,1,2015
2015-09-01,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,8.25,9,1,2015
2015-09-01,Luxuryhues,Luxury goods Shopping Platform,Gurugram,Reliance Capital,Private Equity,7.425,9,1,2015
2015-09-02,HolaChef,Food Delivery Platform,Mumbai,Ratan Tata,Private Equity,0.0,9,2,2015
2015-09-02,Zivame,Online Lingerie Marketplace,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,330.0,9,2,2015
2015-09-02,Capillary,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,371.25,9,2,2015
2015-09-03,Jobspire,Job Search Platform,Bengaluru,Purvi Capital,Seed Funding,2.145,9,3,2015
2015-09-03,MeraDoctor,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,0.0,9,3,2015
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),Bengaluru,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,330.0,9,3,2015
2015-09-03,HiJinny,Beauty & Wellness Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0,9,3,2015
2015-09-04,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.2375,9,4,2015
2015-09-04,Blubox,ECommerce Brands' Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,0.825,9,4,2015
2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,Bengaluru,Karanpal Singh,Seed Funding,16.5,9,4,2015
2015-09-07,YouthKiAwaaz,Community Driven News & Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,4.95,9,7,2015
2015-09-07,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.69125,9,7,2015
2015-09-07,Zomato,Restaurant Ratings & Reviews Platform,Gurugram,"Temasek, Vy Capital",Private Equity,495.0,9,7,2015
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,14.85,9,7,2015
2015-09-08,MockBank,Government Test Preparation platform,Bengaluru,Blume Ventures,Seed Funding,3.3,9,8,2015
2015-09-08,ReportBee,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,0.0,9,8,2015
2015-09-08,GuruG Learning,Teacher empowerment platform,Bengaluru,India Educational Investment Fund,Seed Funding,0.0,9,8,2015
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,Gurugram,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.3525,9,10,2015
2015-09-10,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,75.9,9,10,2015
2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bengaluru,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.59875,9,10,2015
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,0.825,9,11,2015
2015-09-11,Envoged,Pre-owned Luxury Item Marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0,9,11,2015
2015-09-11,Renomania,Home Design & Decor platform,New Delhi,Subodh Gupta,Seed Funding,0.0,9,11,2015
2015-09-12,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,123.75,9,12,2015
2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,0.0,9,12,2015
2015-09-14,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,9.9,9,14,2015
2015-09-14,ShadowFax,Hyperlocal Delivery Services,Gurugram,Eight Roads Ventures,Private Equity,74.25,9,14,2015
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,24.75,9,14,2015
2015-09-14,Ola,Cab rental Mobile app,Bengaluru,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1856.25,9,14,2015
2015-09-15,CoverFox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,16.5,9,15,2015
2015-09-15,MoEngage,Mobile Marketing Automation Platform,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.0625,9,15,2015
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Bengaluru,Nandan Nilekani,Seed Funding,0.0,9,15,2015
2015-09-15,Tea Trails,Chain of Tea Cafe's,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.25,9,15,2015
2015-09-15,Room On Call,Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,2.475,9,15,2015
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Bengaluru,Sandeep Dama & Others,Seed Funding,0.0,9,15,2015
2015-09-16,Chai Point,Food Subscription platform,Bengaluru,Eight Roads Ventures,Private Equity,82.5,9,16,2015
2015-09-16,WedMeGood,Wedding Planning Platform,Gurugram,Indian Angel Network,Seed Funding,3.3825,9,16,2015
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,3.7125,9,16,2015
2015-09-17,UniLog,ECommerce Data Analytics Platform,Bengaluru,Kalaari Capital,Private Equity,0.0,9,17,2015
2015-09-17,Paintcollar,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,0.0,9,17,2015
2015-09-17,YepMe,Private label Fashion E-tailer,Gurugram,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,618.75,9,17,2015
2015-09-17,Bueno,Online Food Ordering & Delivery,Gurugram,High Networth Individuals (No details),Seed Funding,4.95,9,17,2015
2015-09-18,Plabro,Real Estate Broker Platform,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.8875,9,18,2015
2015-09-18,CureJoy,Online Health & Wellness platform,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.4875,9,18,2015
2015-09-18,Briston Technomach,IoT platform,New Delhi,Undisclosed,Seed Funding,1.2375,9,18,2015
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Gurugram,Multiple investors,Seed Funding,1.2375,9,18,2015
2015-09-19,Daily Ninja,Hyperlocal Delivery Platform,Bengaluru,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0.0,9,19,2015
2015-09-21,Portea,Home Medical Care Services,Bengaluru,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,309.375,9,21,2015
2015-09-21,Neotrade Analytics,Real-Time stock data platform,Bengaluru,Rainmatter,Seed Funding,1.93875,9,21,2015
2015-09-21,DishCo,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0.0,9,21,2015
2015-09-21,LafaLafa,coupons & cashback aggregator app,Mumbai,500 Startups,Seed Funding,1.03125,9,21,2015
2015-09-21,ConnectAbank,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,0.0,9,21,2015
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,Bengaluru,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0.0,9,22,2015
2015-09-22,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,24.75,9,22,2015
2015-09-22,GameXS.in,Pre-owned Games Marketplace,New Delhi,Lead Angels,Seed Funding,0.0,9,22,2015
2015-09-22,The Man Company,Content-based Subscription E-commerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,0.0,9,22,2015
2015-09-22,Virtual Logic,"virtual reality, 3D simulation & stereoscopic products",Bengaluru,Swarnim Multiventures,Private Equity,6.6,9,22,2015
2015-09-22,Furdo,Online Interior Designing platform,Bengaluru,Bhavdeep Reddy,Seed Funding,3.3,9,22,2015
2015-09-22,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,82.5,9,22,2015
2015-09-22,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.475,9,22,2015
2015-09-23,CrediHealth,Healthcare Consulting platform,Gurugram,Rajat Malhotra,Seed Funding,0.0,9,23,2015
2015-09-23,Amigobulls,Stock Market Portal,Bengaluru,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,0.0,9,23,2015
2015-09-23,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,9.9,9,23,2015
2015-09-23,Juggernaut,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.5625,9,23,2015
2015-09-23,InnerChef,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.4375,9,23,2015
2015-09-24,Quintype,Data Driven Publishing platform,Bengaluru,Raghav Bahl,Private Equity,27.225,9,24,2015
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.3,9,24,2015
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.5,9,24,2015
2015-09-24,Licious,Online Meat Ordering Platform,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.25,9,24,2015
2015-09-25,TravelKhana,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,0.0,9,25,2015
2015-09-28,Quickli,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0.0,9,28,2015
2015-09-28,Ola,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,247.5,9,28,2015
2015-09-29,Paytm,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5610.0,9,29,2015
2015-09-29,Inmobi,Mobile Advertising platform,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,825.0,9,29,2015
2015-09-29,PepperTap,Hyperlocal Grocery Delivery,Gurugram,"Sequoia India, SAIF Partners.",Private Equity,297.0,9,29,2015
2015-09-29,Hugefly,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,0.0,9,29,2015
2015-09-29,Brigge,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,0.0,9,29,2015
2015-09-29,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,2.8875,9,29,2015
2015-09-29,LoanCircle,Consumer lending marketplace,Bengaluru,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0.0,9,29,2015
2015-09-30,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,41.25,9,30,2015
2015-09-30,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,8.25,9,30,2015
2015-09-30,FirstTouch,Local Mobile OS,Gurugram,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0.0,9,30,2015
2015-09-30,Eywa Media,Digital Signal processing platform,Bengaluru,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.25,9,30,2015
2015-08-01,Snapdeal,E-commerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4125.0,8,1,2015
2015-08-01,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,3.3,8,1,2015
2015-08-03,CueMath,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,0.0,8,3,2015
2015-08-03,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,41.25,8,3,2015
2015-08-03,The Home Salon,on-demand home beauty & wellness portal,Mumbai,VentureNursery,Seed Funding,0.0,8,3,2015
2015-08-03,JustRide,Self-driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0.0,8,3,2015
2015-08-03,Oyo,Budget Hotel Accommodation Brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,825.0,8,3,2015
2015-08-03,Glowship,Energy & Environment Online Marketplace,Bengaluru,Infuse Ventures,Seed Funding,0.0,8,3,2015
2015-08-03,CleverTap,User Engagement & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,79.2,8,3,2015
2015-08-04,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,10.725,8,4,2015
2015-08-05,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.3625,8,5,2015
2015-08-05,Lets Transport,Logistics Tech Platform,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,10.725,8,5,2015
2015-08-05,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,247.5,8,5,2015
2015-08-05,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,24.75,8,5,2015
2015-08-05,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.125,8,5,2015
2015-08-05,Zocalo,Rental Accommodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.0,8,5,2015
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.47625,8,5,2015
2015-08-06,Klozee,Luxury Apparel rental,Bengaluru,Tracxn Labs,Seed Funding,0.0,8,6,2015
2015-08-06,Appvigil,App security testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.125,8,6,2015
2015-08-06,Practo,Doctor Appointment booking app,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,742.5,8,6,2015
2015-08-06,LoudShout,Anonymous Bulletin Board App,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0.0,8,6,2015
2015-08-06,Wetravelsolo,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0.0,8,6,2015
2015-08-06,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,5.775,8,6,2015
2015-08-06,Ezetap,Mobile based PoS solution,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,206.25,8,6,2015
2015-08-06,NDTV ecommerce venture,Car & Bike E-commerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.0,8,6,2015
2015-08-07,Carl's Jr,Fast food Chain Franchisee,Gurugram,YouWeCan Ventures,Seed Funding,5.1975,8,7,2015
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.125,8,7,2015
2015-08-07,GIBBS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0.0,8,7,2015
2015-08-07,StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,0.0,8,7,2015
2015-08-07,iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,0.0,8,7,2015
2015-08-10,MyTaxiIndia,Taxi Rental platform,Gurugram,"Nihon Kotsu,",Private Equity,4.125,8,10,2015
2015-08-10,eSadar,E-commerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.66,8,10,2015
2015-08-10,Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.0,8,10,2015
2015-08-10,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.0625,8,10,2015
2015-08-10,Nearbuy,Hyperlocal E-commerce,New Delhi,Sequoia Capital,Private Equity,132.0,8,10,2015
2015-08-10,Ink Monk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.0625,8,10,2015
2015-08-10,ToneTag,mobile payment software platform,Bengaluru,Reliance Capital Venture,Private Equity,8.25,8,10,2015
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Gurugram,Tiger Global Management,Private Equity,247.5,8,10,2015
2015-08-11,LivSpace,Home Design & Decor solutions,Bengaluru,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,66.0,8,11,2015
2015-08-11,WOW! MOMO,QSR Chain,Kolkata,Indian Angel Network,Seed Funding,13.2,8,11,2015
2015-08-11,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,0.825,8,11,2015
2015-08-11,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,165.0,8,11,2015
2015-08-11,Infogain,Business & IT Consulting,New Delhi / US,ChrysCapital,Private Equity,519.75,8,11,2015
2015-08-12,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,61.875,8,12,2015
2015-08-12,BigBasket,Online & mobile Grocery store,Bengaluru,Bessemer Venture Partners,Private Equity,412.5,8,12,2015
2015-08-12,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.3525,8,12,2015
2015-08-12,Scripbox,Mutual Fund Investing platform,Bengaluru,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,20.625,8,12,2015
2015-08-13,Eatlo,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.125,8,13,2015
2015-08-13,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,206.25,8,13,2015
2015-08-13,Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.0,8,13,2015
2015-08-13,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,33.0,8,13,2015
2015-08-14,VoxWeb,Picture-based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,0.825,8,14,2015
2015-08-14,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.02125,8,14,2015
2015-08-14,Vanity Cube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,0.0,8,14,2015
2015-08-17,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.815,8,17,2015
2015-08-17,YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0.0,8,17,2015
2015-08-17,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.32,8,17,2015
2015-08-17,Orobind,App based Fitness coaching,Bengaluru,Existing & New Investors,Private Equity,0.0,8,17,2015
2015-08-17,Fixy,On-demand Cleaning & Fixing Services,Mumbai,VentureNursery,Seed Funding,0.0,8,17,2015
2015-08-17,MSM Box,Beauty & Lifestyle Platform,New Delhi,Rohit Goel,Seed Funding,0.0,8,17,2015
2015-08-17,ShadowFax,on-demand delivery service,Gurugram,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.5575,8,17,2015
2015-08-17,Gadgets 360,Car & Bike E-commerce platform,New Delhi,One97 Communications,Private Equity,0.0,8,17,2015
2015-08-18,Roposo,Fashion Discovery platform,Gurugram,Tiger Global,Private Equity,123.75,8,18,2015
2015-08-18,Intelligence Node,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,34.65,8,18,2015
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.25,8,18,2015
2015-08-18,Twyst,Location based engagement & rewards platform,Gurugram,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.0,8,18,2015
2015-08-18,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.0,8,18,2015
2015-08-18,Zoojoo,Corporate Wellness App,Bengaluru,RoundGlass Partners,Private Equity,8.25,8,18,2015
2015-08-19,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,0.0,8,19,2015
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,19.8,8,19,2015
2015-08-19,Envoged,Pre-owned Luxury Online Apparel Seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0.0,8,19,2015
2015-08-19,MebelKart,Online Furniture Marketplace,Bengaluru,AskMe,Private Equity,165.0,8,19,2015
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,1.287,8,20,2015
2015-08-20,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,4.95,8,20,2015
2015-08-20,Bluegape,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,4.95,8,20,2015
2015-08-21,ePoise,Job Search Platform,Bengaluru,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.125,8,21,2015
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,2.475,8,24,2015
